АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
391;2902140;2902140;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902141;2902149;9;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902150;2902151;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902152;2902152;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902153;2902153;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902154;2902154;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902155;2902155;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902156;2902157;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902158;2902158;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902159;2902160;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902161;2902161;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902162;2902162;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902163;2902164;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902165;2902165;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902166;2902166;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902167;2902169;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902170;2902171;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902172;2902172;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902173;2902173;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902174;2902175;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902176;2902177;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902178;2902178;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902179;2902179;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902180;2902180;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902181;2902181;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902182;2902184;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902185;2902189;5;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902190;2902191;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902192;2902192;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902193;2902196;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902197;2902199;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902200;2902200;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902201;2902201;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902202;2902202;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902203;2902204;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902205;2902206;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902207;2902207;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902208;2902217;10;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902218;2902218;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902219;2902220;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902221;2902221;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902222;2902222;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902223;2902224;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902225;2902236;12;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902237;2902237;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902238;2902239;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902240;2902240;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902241;2902242;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902243;2902243;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902244;2902244;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902245;2902245;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902246;2902247;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902248;2902250;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902251;2902255;5;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902256;2902257;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902258;2902260;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902261;2902261;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902262;2902262;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902263;2902265;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902266;2902270;5;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902271;2902271;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902272;2902272;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902273;2902276;4;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902277;2902277;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902278;2902279;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902280;2902280;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902281;2902282;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902283;2902283;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902284;2902287;4;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902288;2902288;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902289;2902289;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902290;2902292;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902293;2902293;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902294;2902299;6;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902300;2902300;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902301;2902303;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902304;2902304;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902305;2902308;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902309;2902309;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902310;2902312;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902313;2902313;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902314;2902314;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902315;2902315;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902316;2902318;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902319;2902320;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902321;2902321;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902322;2902322;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902323;2902327;5;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902328;2902332;5;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902333;2902333;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902334;2902335;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902336;2902336;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902337;2902338;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902339;2902339;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902340;2902340;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902341;2902341;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902342;2902344;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902345;2902345;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902346;2902346;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902347;2902347;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902348;2902354;7;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902355;2902356;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902357;2902357;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902358;2902358;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902359;2902359;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902360;2902362;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902363;2902363;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902364;2902365;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902366;2902367;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902368;2902371;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902372;2902373;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902374;2902377;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902378;2902380;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902381;2902382;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902383;2902383;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902384;2902384;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902385;2902387;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902388;2902389;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902390;2902394;5;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902395;2902400;6;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902401;2902401;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902402;2902403;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902404;2902404;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902405;2902405;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902406;2902407;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902408;2902408;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902409;2902416;8;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902417;2902417;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902418;2902419;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902420;2902424;5;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902425;2902425;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902426;2902430;5;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902431;2902431;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902432;2902432;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902433;2902436;4;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902437;2902439;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902440;2902443;4;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902444;2902444;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902445;2902447;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902448;2902449;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902450;2902454;5;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902455;2902455;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902456;2902458;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902459;2902459;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902460;2902460;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902461;2902461;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902462;2902462;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902463;2902463;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902464;2902466;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902467;2902468;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902469;2902471;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902472;2902472;1;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902473;2902473;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902474;2902475;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902476;2902477;2;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902478;2902479;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902480;2902480;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902481;2902486;6;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902487;2902487;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902488;2902490;3;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902491;2902493;3;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902494;2902497;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902498;2902498;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902499;2902502;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902503;2902503;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902504;2902507;4;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902508;2902508;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902509;2902510;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902511;2902511;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
391;2902512;2902513;2;ООО "ТЕЛЕЗОН-СЕТИ";г. Красноярск|Красноярский край;г.о. город Красноярск|Красноярский край;2463115115
391;2902514;2902514;1;ООО "ТК ТЕЛЕЗОН" (ИНН 2460087999);г. Красноярск|Красноярский край;г. Красноярск|г.о. город Красноярск|Красноярский край;2460087999
